Months,Days,date time,Average of temp,Average of humid,Average of wind speed
Aug,2-Aug,9 AM,37.2,67.0,1.0
Aug,2-Aug,10 AM,38.7,62.9,2.2
Aug,2-Aug,11 AM,38.3,62.5,2.2
Aug,2-Aug,12 PM,34.6,73.1,2.4
Aug,2-Aug,1 PM,33.5,74.7,2.3
Aug,2-Aug,2 PM,34.2,74.2,1.9
Aug,2-Aug,3 PM,36.4,68.6,1.9
Aug,2-Aug,4 PM,36.0,67.8,2.0
Aug,2-Aug,5 PM,35.6,69.4,1.9
Aug,2-Aug,6 PM,34.3,73.9,1.9
Aug,2-Aug,7 PM,33.1,77.6,1.9
Aug,2-Aug,8 PM,32.8,79.7,1.9
Aug,2-Aug,9 PM,31.3,80.3,2.2
Aug,2-Aug,10 PM,30.6,82.6,1.9
Aug,2-Aug,11 PM,30.5,83.7,1.8
Aug,3-Aug,12 AM,30.4,83.3,1.8
Aug,3-Aug,1 AM,30.5,83.4,1.7
Aug,3-Aug,2 AM,30.6,83.3,1.7
Aug,3-Aug,3 AM,30.5,84.3,1.7
Aug,3-Aug,4 AM,30.5,84.6,1.7
Aug,3-Aug,5 AM,29.4,88.2,1.6
Aug,3-Aug,6 AM,30.3,85.9,0.0
Aug,3-Aug,7 AM,31.9,82.5,0.0
Aug,3-Aug,8 AM,35.8,71.9,0.2
Aug,3-Aug,9 AM,38.5,64.9,1.6
Aug,3-Aug,10 AM,40.1,60.0,1.8
Aug,3-Aug,11 AM,40.3,58.8,1.9
Aug,3-Aug,12 PM,41.7,55.6,1.9
Aug,3-Aug,1 PM,42.3,54.7,2.0
Aug,3-Aug,2 PM,43.1,52.5,2.0
Aug,3-Aug,3 PM,42.4,53.2,2.1
Aug,3-Aug,4 PM,34.9,69.3,2.1
Aug,3-Aug,5 PM,36.4,66.5,1.9
Aug,3-Aug,6 PM,36.1,66.8,1.9
Aug,3-Aug,7 PM,34.3,71.3,2.0
Aug,3-Aug,8 PM,33.6,74.6,1.9
Aug,3-Aug,9 PM,33.1,75.6,1.9
Aug,3-Aug,10 PM,32.2,77.8,1.8
Aug,3-Aug,11 PM,32.0,78.9,1.8
Aug,4-Aug,12 AM,31.9,80.1,1.7
Aug,4-Aug,1 AM,31.7,80.9,1.8
Aug,4-Aug,2 AM,31.4,81.2,1.9
Aug,4-Aug,3 AM,31.2,80.5,1.9
Aug,4-Aug,4 AM,30.3,83.0,1.7
Aug,4-Aug,6 AM,30.0,85.0,0.9
Aug,4-Aug,7 AM,31.9,80.2,1.4
Aug,4-Aug,8 AM,35.8,70.8,1.6
Aug,4-Aug,9 AM,39.4,59.5,1.8
Aug,4-Aug,10 AM,39.5,57.0,2.0
Aug,4-Aug,11 AM,39.5,55.9,2.1
Aug,4-Aug,12 PM,39.8,55.7,2.0
Aug,4-Aug,1 PM,40.1,56.9,1.9
Aug,4-Aug,2 PM,40.6,55.4,2.1
Aug,4-Aug,3 PM,40.5,54.0,2.2
Aug,4-Aug,4 PM,40.9,52.8,2.1
Aug,4-Aug,5 PM,39.6,56.4,2.0
Aug,4-Aug,6 PM,37.7,61.5,2.0
Aug,4-Aug,7 PM,34.0,68.2,2.1
Aug,4-Aug,8 PM,32.3,72.9,2.0
Aug,4-Aug,9 PM,31.0,76.3,2.1
Aug,4-Aug,10 PM,30.7,76.8,2.0
Aug,4-Aug,11 PM,30.6,77.6,2.0
Aug,5-Aug,12 AM,30.4,77.5,2.0
Aug,5-Aug,1 AM,30.2,78.9,1.9
Aug,5-Aug,2 AM,29.0,83.8,1.2
Aug,5-Aug,4 AM,28.1,89.4,0.0
Aug,5-Aug,5 AM,27.9,90.5,0.0
Aug,6-Aug,1 AM,28.3,89.1,1.7
Aug,7-Aug,1 AM,28.3,89.5,0.6
Aug,7-Aug,6 AM,30.2,86.3,0.0
Aug,7-Aug,7 AM,32.6,81.3,0.0
Aug,7-Aug,8 AM,36.1,72.2,0.0
Aug,7-Aug,9 AM,37.9,65.7,1.2
Aug,7-Aug,10 AM,39.3,61.3,1.9
Aug,7-Aug,11 AM,36.3,68.8,1.9
Aug,7-Aug,12 PM,32.0,80.5,2.1
Aug,7-Aug,1 PM,31.7,80.1,2.0
Aug,7-Aug,2 PM,32.8,80.3,2.0
Aug,7-Aug,3 PM,34.2,77.5,2.0
Aug,7-Aug,4 PM,34.7,75.3,2.0
Aug,7-Aug,5 PM,33.8,77.3,2.0
Aug,7-Aug,6 PM,33.0,78.7,2.1
Aug,7-Aug,7 PM,32.6,80.0,2.1
Aug,7-Aug,8 PM,32.3,80.6,2.1
Aug,7-Aug,9 PM,32.0,81.2,2.1
Aug,7-Aug,10 PM,31.9,82.2,2.1
Aug,7-Aug,11 PM,31.6,82.7,2.1
Aug,8-Aug,12 AM,31.6,82.7,2.1
Aug,8-Aug,1 AM,31.5,82.8,2.1
Aug,8-Aug,6 AM,30.2,87.9,0.1
Aug,8-Aug,7 AM,31.5,84.2,0.0
Aug,8-Aug,8 AM,32.7,81.2,0.0
Aug,8-Aug,9 AM,31.5,83.1,0.0
Aug,8-Aug,10 AM,32.4,81.9,0.0
Aug,8-Aug,11 AM,32.0,81.3,0.1
Aug,8-Aug,12 PM,31.3,82.7,0.0
Aug,8-Aug,1 PM,31.0,83.9,0.0
Aug,8-Aug,2 PM,31.1,83.4,0.1
Aug,8-Aug,3 PM,31.4,82.8,0.0
Aug,8-Aug,4 PM,32.1,81.5,0.0
Aug,8-Aug,5 PM,32.0,81.1,0.0
Aug,8-Aug,6 PM,31.4,82.2,0.0
Aug,8-Aug,7 PM,30.9,82.8,0.0
Aug,8-Aug,8 PM,30.8,83.6,0.0
Aug,8-Aug,9 PM,29.1,86.1,0.7
Aug,8-Aug,10 PM,29.2,85.4,0.0
Aug,8-Aug,11 PM,29.2,85.5,0.0
Aug,9-Aug,12 AM,29.4,85.2,0.0
Aug,9-Aug,1 AM,29.2,85.5,0.0
Aug,9-Aug,2 AM,29.0,86.2,0.0
Aug,9-Aug,7 AM,29.3,88.8,0.1
Aug,9-Aug,8 AM,29.9,86.4,0.2
Aug,9-Aug,9 AM,30.4,85.5,0.0
Aug,9-Aug,10 AM,31.8,83.5,0.0
Aug,9-Aug,11 AM,33.7,77.7,0.0
Aug,9-Aug,12 PM,35.4,71.7,0.0
Aug,9-Aug,1 PM,37.6,64.3,1.4
Aug,9-Aug,2 PM,37.8,62.7,1.7
Aug,9-Aug,3 PM,37.1,64.8,1.3
Aug,9-Aug,4 PM,38.5,62.8,0.1
Aug,9-Aug,5 PM,37.9,64.8,0.0
Aug,9-Aug,6 PM,36.1,69.4,0.0
Aug,9-Aug,7 PM,34.5,73.7,0.0
Aug,9-Aug,8 PM,33.5,76.3,0.0
Aug,9-Aug,9 PM,33.0,78.4,0.0
Aug,9-Aug,10 PM,32.4,80.4,0.2
Aug,9-Aug,11 PM,32.1,81.7,0.0
Aug,10-Aug,12 AM,31.8,82.8,0.0
Aug,10-Aug,1 AM,31.5,83.3,0.0
Aug,10-Aug,6 AM,30.1,87.4,0.3
Aug,10-Aug,7 AM,32.0,81.9,1.3
Aug,10-Aug,8 AM,33.9,76.5,1.5
Aug,10-Aug,9 AM,35.5,70.6,1.9
Aug,10-Aug,10 AM,37.9,64.4,1.8
Aug,10-Aug,11 AM,38.3,61.1,2.0
Aug,10-Aug,12 PM,38.2,59.7,2.1
Aug,10-Aug,1 PM,38.6,59.1,2.1
Aug,10-Aug,2 PM,39.5,57.1,2.1
Aug,10-Aug,3 PM,40.1,56.5,2.1
Aug,10-Aug,4 PM,40.3,56.4,2.0
Aug,10-Aug,5 PM,39.3,60.5,2.0
Aug,10-Aug,6 PM,35.2,69.6,2.2
Aug,10-Aug,7 PM,33.3,77.6,1.7
Aug,10-Aug,8 PM,32.8,80.4,1.8
Aug,10-Aug,9 PM,32.6,80.4,1.7
Aug,10-Aug,10 PM,32.4,80.5,1.7
Aug,10-Aug,11 PM,32.2,81.1,1.8
Aug,11-Aug,6 AM,30.1,88.8,0.0
Aug,11-Aug,7 AM,31.8,84.4,0.0
Aug,11-Aug,8 AM,34.8,76.6,0.3
Aug,11-Aug,9 AM,38.1,63.8,1.5
Aug,11-Aug,10 AM,39.3,59.6,1.8
Aug,11-Aug,11 AM,39.9,58.0,2.0
Aug,11-Aug,12 PM,39.3,58.8,2.0
Aug,11-Aug,1 PM,39.3,60.3,2.0
Aug,11-Aug,2 PM,37.3,68.0,1.9
Aug,11-Aug,3 PM,39.9,60.7,2.0
Aug,11-Aug,4 PM,38.1,64.4,2.0
Aug,11-Aug,5 PM,33.8,72.6,2.2
Aug,11-Aug,6 PM,33.1,72.8,1.8
Aug,11-Aug,7 PM,32.8,74.0,1.8
Aug,11-Aug,8 PM,32.5,76.4,1.9
Aug,11-Aug,9 PM,32.0,79.5,1.8
Aug,11-Aug,10 PM,31.6,81.2,1.8
Aug,12-Aug,6 AM,29.8,89.6,0.0
Aug,12-Aug,7 AM,32.2,84.4,0.0
Aug,12-Aug,8 AM,36.1,71.9,0.5
Aug,12-Aug,9 AM,37.4,66.7,1.5
Aug,12-Aug,10 AM,40.3,60.5,1.7
Aug,12-Aug,11 AM,36.6,65.5,2.0
Aug,12-Aug,12 PM,33.3,77.3,1.6
Aug,12-Aug,1 PM,34.1,75.2,1.9
Aug,12-Aug,2 PM,35.3,73.0,1.7
Aug,12-Aug,3 PM,36.0,70.2,1.8
Aug,12-Aug,4 PM,32.2,79.9,2.0
Aug,12-Aug,5 PM,31.7,80.9,1.9
Aug,12-Aug,6 PM,31.2,81.9,1.8
Aug,12-Aug,7 PM,30.4,83.2,2.5
Aug,12-Aug,8 PM,28.6,83.3,2.4
Aug,12-Aug,9 PM,28.5,84.2,1.8
Aug,14-Aug,6 AM,29.9,89.3,1.3
Aug,14-Aug,7 AM,36.3,73.4,1.7
Aug,14-Aug,8 AM,40.4,61.7,1.8
Aug,14-Aug,9 AM,41.7,55.2,1.8
Aug,14-Aug,10 AM,41.5,53.9,1.9
Aug,14-Aug,11 AM,40.4,55.7,2.1
Aug,14-Aug,12 PM,40.8,55.3,2.1
Aug,14-Aug,1 PM,42.2,52.4,2.0
Aug,14-Aug,2 PM,43.4,49.7,2.1
Aug,14-Aug,3 PM,45.2,47.1,2.0
Aug,14-Aug,4 PM,42.5,51.3,2.0
Aug,14-Aug,5 PM,40.5,57.2,2.0
Aug,14-Aug,6 PM,38.0,63.2,1.9
Aug,14-Aug,7 PM,36.7,66.8,1.9
Aug,15-Aug,6 AM,30.7,91.8,1.2
Aug,15-Aug,7 AM,33.3,84.3,1.6
Aug,15-Aug,8 AM,36.3,75.5,1.8
Aug,15-Aug,9 AM,37.8,65.7,2.2
Aug,15-Aug,10 AM,39.2,60.8,2.1
Aug,15-Aug,11 AM,40.0,58.3,2.1
Aug,15-Aug,12 PM,38.7,61.8,1.9
Aug,15-Aug,1 PM,37.6,66.7,1.8
Aug,15-Aug,2 PM,37.6,67.3,1.8
Aug,15-Aug,3 PM,37.3,67.8,1.8
Aug,15-Aug,4 PM,36.2,70.8,2.0
Aug,15-Aug,5 PM,33.9,74.0,1.9
Aug,15-Aug,6 PM,32.8,79.1,1.8
Aug,16-Aug,6 AM,27.2,97.2,1.7
Aug,16-Aug,7 AM,30.4,89.0,1.4
Aug,16-Aug,8 AM,33.2,82.2,1.7
Aug,16-Aug,9 AM,36.4,71.1,1.8
Aug,16-Aug,10 AM,37.2,66.3,1.8
Aug,16-Aug,11 AM,37.7,65.6,1.8
Aug,16-Aug,12 PM,39.3,60.7,2.0
Aug,16-Aug,1 PM,40.4,57.2,2.0
Aug,16-Aug,2 PM,40.4,57.0,2.0
Aug,16-Aug,3 PM,40.9,56.0,2.1
Aug,16-Aug,4 PM,41.3,55.0,2.1
Aug,16-Aug,5 PM,35.9,66.9,2.2
Aug,16-Aug,6 PM,34.0,70.9,2.0
Aug,17-Aug,6 AM,26.6,98.0,1.6
Aug,17-Aug,7 AM,30.2,87.9,1.6
Aug,17-Aug,8 AM,32.6,81.2,1.8
Aug,17-Aug,9 AM,35.1,72.9,2.0
Aug,17-Aug,10 AM,37.8,67.4,1.7
Aug,17-Aug,11 AM,38.3,66.3,1.7
Aug,17-Aug,12 PM,38.5,65.6,1.9
Aug,17-Aug,1 PM,34.5,71.0,2.1
Aug,17-Aug,2 PM,33.9,75.7,2.0
Aug,17-Aug,3 PM,33.9,78.6,1.8
Aug,17-Aug,4 PM,32.7,80.7,1.9
Aug,17-Aug,5 PM,32.6,81.2,1.7
Aug,17-Aug,6 PM,32.8,80.9,1.8
Aug,17-Aug,7 PM,32.4,82.0,1.9
Aug,18-Aug,6 AM,28.3,96.1,0.0
Aug,18-Aug,7 AM,31.3,87.4,1.4
Aug,18-Aug,8 AM,34.1,81.1,1.8
Aug,18-Aug,9 AM,37.8,67.5,0.9
Aug,18-Aug,10 AM,39.5,60.5,1.8
Aug,18-Aug,11 AM,39.8,58.4,2.0
Aug,18-Aug,12 PM,40.5,56.1,2.1
Aug,18-Aug,1 PM,41.9,53.4,2.1
Aug,18-Aug,2 PM,43.9,50.8,2.0
Aug,18-Aug,3 PM,43.5,52.1,2.0
Aug,18-Aug,4 PM,44.1,51.2,2.0
Aug,18-Aug,5 PM,42.1,54.6,1.9
Aug,18-Aug,6 PM,39.6,61.8,1.9
Aug,19-Aug,6 AM,27.2,100.0,0.3
Aug,19-Aug,7 AM,34.2,81.6,1.5
Aug,19-Aug,8 AM,37.4,70.4,1.7
Aug,19-Aug,9 AM,40.2,60.5,1.7
Aug,19-Aug,10 AM,40.3,58.0,1.9
Aug,19-Aug,11 AM,40.8,55.7,2.0
Aug,19-Aug,12 PM,40.8,55.1,2.0
Aug,19-Aug,1 PM,41.5,53.0,2.1
Aug,19-Aug,2 PM,42.2,51.8,2.1
Aug,19-Aug,3 PM,43.2,50.2,2.0
Aug,19-Aug,4 PM,42.7,51.0,2.1
Aug,19-Aug,5 PM,40.7,56.4,1.9
Aug,19-Aug,6 PM,39.2,60.7,1.9
Aug,20-Aug,7 AM,30.5,92.0,1.2
Aug,20-Aug,8 AM,32.1,86.8,0.2
Aug,20-Aug,9 AM,33.0,83.7,0.0
Aug,20-Aug,10 AM,34.8,77.1,0.6
Aug,20-Aug,11 AM,36.4,71.5,1.5
Aug,20-Aug,12 PM,36.9,69.2,1.5
Aug,20-Aug,1 PM,37.6,67.7,1.7
Aug,20-Aug,2 PM,37.6,67.1,1.6
Aug,20-Aug,3 PM,37.2,69.0,1.6
Aug,20-Aug,4 PM,37.4,68.6,1.7
Aug,20-Aug,5 PM,37.9,66.8,1.7
Aug,20-Aug,6 PM,36.3,70.0,1.7
Aug,22-Aug,10 AM,40.4,59.4,3.4
Aug,22-Aug,11 AM,40.7,57.2,4.4
Aug,22-Aug,12 PM,42.1,53.8,2.6
Aug,22-Aug,1 PM,43.3,51.0,2.2
Aug,22-Aug,2 PM,44.4,48.6,2.0
Aug,22-Aug,3 PM,41.1,55.4,2.1
Aug,22-Aug,4 PM,36.8,69.6,1.9
Aug,22-Aug,5 PM,35.6,72.8,1.9
Aug,22-Aug,6 PM,35.2,74.0,1.8
Aug,23-Aug,7 AM,34.1,82.0,1.4
Aug,23-Aug,8 AM,40.0,64.4,1.6
Aug,23-Aug,9 AM,40.4,56.6,1.9
Aug,23-Aug,10 AM,40.6,54.9,2.0
Aug,23-Aug,11 AM,40.6,54.5,2.0
Aug,23-Aug,12 PM,41.3,52.0,2.4
Aug,23-Aug,1 PM,42.5,50.7,3.1
Aug,23-Aug,2 PM,43.7,49.3,4.6
Aug,23-Aug,3 PM,44.0,49.5,3.1
Aug,23-Aug,4 PM,44.8,48.5,7.0
Aug,24-Aug,7 AM,34.4,81.6,1.1
Aug,24-Aug,8 AM,39.7,65.9,1.6
Aug,24-Aug,9 AM,39.9,64.0,1.7
Aug,24-Aug,10 AM,42.3,58.0,3.7
Aug,24-Aug,11 AM,42.2,57.5,4.2
Aug,24-Aug,12 PM,42.9,55.7,7.8
Aug,24-Aug,1 PM,42.6,55.3,3.7
Aug,24-Aug,5 PM,33.4,80.8,2.1
Aug,24-Aug,6 PM,33.6,81.0,1.8
Aug,25-Aug,7 AM,28.2,97.4,1.2
Aug,25-Aug,8 AM,29.6,90.3,1.7
Aug,25-Aug,9 AM,29.5,88.2,1.7
Aug,25-Aug,10 AM,30.3,86.5,1.7
Aug,25-Aug,11 AM,32.0,84.9,1.7
Aug,25-Aug,12 PM,35.3,78.5,1.8
Aug,25-Aug,1 PM,37.3,70.0,2.5
Aug,25-Aug,2 PM,38.4,66.2,2.7
Aug,26-Aug,11 AM,38.4,66.5,6.8
Aug,26-Aug,12 PM,39.5,63.7,4.1
Aug,26-Aug,1 PM,33.0,76.3,2.5
Aug,26-Aug,2 PM,31.8,80.7,1.8
Aug,26-Aug,3 PM,32.2,81.9,1.7
Aug,26-Aug,4 PM,32.8,81.0,1.8
Aug,26-Aug,5 PM,32.5,80.9,1.9
Aug,27-Aug,6 AM,28.3,97.6,2.6
Aug,27-Aug,7 AM,32.3,85.2,1.7
Aug,27-Aug,8 AM,36.5,72.8,1.9
Aug,27-Aug,9 AM,38.7,65.2,2.0
Aug,27-Aug,10 AM,39.6,62.0,7.1
Aug,27-Aug,11 AM,41.1,58.7,5.2
Aug,27-Aug,12 PM,41.4,56.0,6.1
Aug,27-Aug,1 PM,42.6,53.7,4.9
Aug,27-Aug,2 PM,44.6,49.6,4.9
Aug,27-Aug,3 PM,45.5,47.9,3.3
Aug,27-Aug,4 PM,40.6,58.1,2.4
Aug,27-Aug,5 PM,38.3,63.8,2.2
Aug,27-Aug,6 PM,37.5,65.8,2.1
Aug,28-Aug,7 AM,35.7,75.9,1.9
Aug,28-Aug,8 AM,41.0,61.3,1.9
Aug,28-Aug,9 AM,42.0,57.0,2.1
Aug,28-Aug,10 AM,42.1,56.3,5.4
Aug,28-Aug,11 AM,42.0,56.6,6.7
Aug,28-Aug,12 PM,41.9,55.6,5.6
Aug,28-Aug,1 PM,43.1,53.0,3.4
Aug,29-Aug,7 AM,29.6,90.3,1.4
Aug,29-Aug,8 AM,32.0,83.9,1.6
Aug,29-Aug,9 AM,35.3,74.0,1.8
Aug,29-Aug,10 AM,38.2,67.2,2.8
Aug,29-Aug,11 AM,39.6,60.3,2.8
Aug,29-Aug,12 PM,40.3,57.8,5.0
Aug,29-Aug,1 PM,42.2,54.0,5.7
Aug,29-Aug,2 PM,44.0,50.5,4.8
Aug,29-Aug,3 PM,42.3,52.8,3.2
Aug,29-Aug,4 PM,37.7,62.8,2.3
Aug,29-Aug,5 PM,33.9,75.1,2.1
Aug,29-Aug,6 PM,33.9,75.9,2.0
Aug,30-Aug,9 AM,41.0,62.0,3.0
Aug,30-Aug,10 AM,41.3,59.0,5.8
Aug,30-Aug,11 AM,40.8,58.8,4.2
Aug,30-Aug,12 PM,41.4,55.3,5.2
Aug,30-Aug,1 PM,43.2,51.3,3.7
Aug,30-Aug,2 PM,44.1,49.8,3.6
Sep,1-Sep,6 AM,26.8,98.2,0.2
Sep,1-Sep,7 AM,31.8,85.5,1.5
Sep,1-Sep,8 AM,38.0,69.3,1.8
Sep,1-Sep,9 AM,40.2,58.9,1.9
Sep,1-Sep,10 AM,41.5,56.6,2.0
Sep,1-Sep,11 AM,41.4,56.5,2.1
Sep,1-Sep,12 PM,41.5,57.3,3.5
Sep,1-Sep,1 PM,43.1,54.2,4.5
Sep,1-Sep,2 PM,46.1,49.4,4.3
Sep,1-Sep,3 PM,46.5,48.6,4.8
Sep,1-Sep,4 PM,47.8,47.3,2.2
Sep,2-Sep,9 AM,42.1,58.6,6.8
Sep,2-Sep,10 AM,42.1,58.0,4.9
Sep,2-Sep,11 AM,42.3,57.8,3.4
Sep,2-Sep,12 PM,42.9,56.2,3.9
Sep,2-Sep,1 PM,37.3,64.1,2.3
Sep,2-Sep,2 PM,35.8,64.7,2.2
Sep,2-Sep,3 PM,37.0,64.4,2.4
Sep,2-Sep,4 PM,37.2,66.3,2.1
Sep,2-Sep,5 PM,36.5,69.7,2.1
Sep,2-Sep,6 PM,35.8,72.9,2.1
Sep,3-Sep,9 AM,42.2,57.5,7.0
Sep,3-Sep,10 AM,42.2,57.5,5.6
Sep,3-Sep,12 PM,44.0,50.6,6.4
Sep,3-Sep,1 PM,44.8,48.7,4.5
Sep,3-Sep,2 PM,45.1,48.6,2.0
Sep,3-Sep,3 PM,42.7,53.8,2.1
Sep,3-Sep,4 PM,38.9,57.9,2.1
Sep,3-Sep,5 PM,37.8,61.3,2.1
Sep,3-Sep,6 PM,37.0,62.6,2.1
Sep,4-Sep,6 AM,27.9,100.0,1.2
Sep,4-Sep,7 AM,35.0,79.8,1.7
Sep,4-Sep,8 AM,38.9,66.8,2.0
Sep,4-Sep,9 AM,38.6,65.5,1.9
Sep,4-Sep,10 AM,39.8,61.5,2.6
Sep,4-Sep,11 AM,41.0,56.6,2.8
Sep,4-Sep,12 PM,41.8,54.7,2.1
Sep,4-Sep,1 PM,43.9,52.3,2.0
Sep,5-Sep,7 AM,30.2,91.2,1.7
Sep,5-Sep,8 AM,32.4,82.8,1.7
Sep,5-Sep,9 AM,32.7,81.1,1.8
Sep,5-Sep,10 AM,35.1,73.8,1.9
Sep,5-Sep,11 AM,38.3,63.7,2.9
Sep,5-Sep,12 PM,40.1,58.7,4.1
Sep,5-Sep,1 PM,40.3,58.0,2.7
Sep,5-Sep,2 PM,40.3,57.9,2.1
Sep,5-Sep,3 PM,40.0,59.1,2.1
Sep,5-Sep,4 PM,40.0,59.3,2.1
Sep,5-Sep,5 PM,38.8,61.4,2.1
Sep,5-Sep,6 PM,36.9,65.5,2.1
Sep,6-Sep,7 AM,33.2,84.0,1.6
Sep,6-Sep,8 AM,38.7,67.5,1.9
Sep,6-Sep,9 AM,38.2,63.9,1.9
Sep,6-Sep,10 AM,39.0,61.8,1.9
Sep,6-Sep,11 AM,38.1,65.5,1.9
Sep,6-Sep,12 PM,39.0,61.4,2.9
Sep,6-Sep,1 PM,40.7,57.6,3.1
Sep,6-Sep,2 PM,38.4,62.1,2.1
Sep,6-Sep,3 PM,37.9,65.3,2.0
Sep,6-Sep,4 PM,37.2,67.5,2.0
Sep,6-Sep,5 PM,35.9,70.9,2.0
Sep,7-Sep,6 AM,25.9,100.0,2.2
Sep,7-Sep,7 AM,31.0,90.4,1.6
Sep,7-Sep,8 AM,35.3,78.6,1.9
Sep,7-Sep,9 AM,35.7,73.9,2.2
Sep,7-Sep,10 AM,37.4,69.0,2.4
Sep,7-Sep,11 AM,38.5,65.5,3.7
Sep,7-Sep,12 PM,40.1,61.5,5.0
Sep,7-Sep,1 PM,39.9,62.9,2.6
Sep,7-Sep,2 PM,37.4,67.0,2.1
Sep,7-Sep,3 PM,37.6,65.2,2.0
Sep,7-Sep,4 PM,35.8,71.2,2.0
Sep,7-Sep,5 PM,34.4,77.3,1.9
Sep,7-Sep,6 PM,34.0,78.3,1.8
Sep,8-Sep,7 AM,29.9,92.4,1.6
Sep,8-Sep,8 AM,32.3,85.5,1.7
Sep,8-Sep,9 AM,34.7,77.9,2.0
Sep,8-Sep,10 AM,36.6,69.5,1.9
Sep,8-Sep,11 AM,37.4,67.8,1.9
Sep,8-Sep,12 PM,36.4,69.5,2.1
Sep,9-Sep,6 AM,26.5,100.0,0.7
Sep,9-Sep,7 AM,31.0,91.6,0.9
Sep,9-Sep,8 AM,34.5,81.8,1.7
Sep,9-Sep,9 AM,37.9,69.8,1.8
Sep,9-Sep,10 AM,38.5,63.9,2.9
Sep,9-Sep,11 AM,41.9,62.5,3.6
Sep,9-Sep,12 PM,39.2,61.4,7.6
Sep,9-Sep,1 PM,40.9,58.0,0.7
Sep,9-Sep,2 PM,42.0,54.0,0.9
Sep,9-Sep,3 PM,41.0,55.4,0.2
Sep,9-Sep,4 PM,41.0,56.4,0.1
Sep,9-Sep,5 PM,39.4,61.3,0.1
Sep,9-Sep,6 PM,38.2,66.2,1.1
Sep,10-Sep,7 AM,30.9,87.2,1.7
